medcodeid,OriginalReadCode,Term
1.05622E+15,ALLERGY3829,Adverse reaction to Sudafed
1.05626E+15,ALLERGY3833,Adverse reaction to Sudocrem
1.05634E+15,ALLERGY3842,Adverse reaction to Sultrin
1.05638E+15,ALLERGY3845,Adverse reaction to Surgam
1.0564E+15,ALLERGY3847,Adverse reaction to Surmontil
1.05654E+15,ALLERGY3859,Adverse reaction to Synalar
1.05663E+15,ALLERGY3867,Adverse reaction to Synflex
1.0567E+15,ALLERGY3874,Adverse reaction to Sytron
1.05673E+15,ALLERGY3877,Adverse reaction to Tagamet
1.05674E+15,ALLERGY3879,Adverse reaction to Talpen
1.05679E+15,ALLERGY3883NEMIS,Adverse reaction to Risedronate Sodium
1.05681E+15,ALLERGY3884NEMIS,Adverse reaction to Actonel
1.05694E+15,ALLERGY3895,Adverse reaction to Tegretol
1.05696E+15,ALLERGY3897,Adverse reaction to Temgesic
1.05699E+15,ALLERGY3899,Adverse reaction to Tenoret 50/12.5
1.05701E+15,ALLERGY3900,Adverse reaction to Tenoretic
1.05702E+15,ALLERGY3901,Adverse reaction to Tenormin
1.05709E+15,ALLERGY3906,Adverse reaction to Teoptic
1.05719E+15,ALLERGY3916,Adverse reaction to Terramycin
1.05722E+15,ALLERGY392,Adverse reaction to Chloroquine Phosphate
1.05724E+15,ALLERGY3921,Adverse reaction to Tetrabid Organon
1.05727E+15,ALLERGY3924,Adverse reaction to Tetralysal 300
1.05734E+15,ALLERGY393,Adverse reaction to Chloroquine Sulfate
1.0574E+15,ALLERGY3933NEMIS,Adverse reaction to Brinzolamide
1.05743E+15,ALLERGY3936,Adverse reaction to Thyroxine
1.05744E+15,ALLERGY3936NEMIS,Adverse reaction to Azopt
1.05752E+15,ALLERGY3942,Adverse reaction to Tildiem
1.05758E+15,ALLERGY3946,Adverse reaction to Timodine
1.0576E+15,ALLERGY3948,Adverse reaction to Timoptol
1.05767E+15,ALLERGY3955,Adverse reaction to Tixylix
1.0577E+15,ALLERGY3957,Adverse reaction to Tofranil
1.05787E+15,ALLERGY3970,Adverse reaction to Transiderm-Nitro '5'
1.0579E+15,ALLERGY3972,Adverse reaction to Transvasin Heat
1.05797E+15,ALLERGY398,Adverse reaction to Chlorpheniramine Maleate
1.05803E+15,ALLERGY3984,Adverse reaction to Tri-Adcortyl
1.0581E+15,ALLERGY399,Adverse reaction to Chlorpromazine Hydrochloride
1.05816E+15,ALLERGY3995,Adverse reaction to Triludan
1.05818E+15,ALLERGY3997,Adverse reaction to Trimopan
1.05819E+15,ALLERGY3998,Adverse reaction to Trimovate
1.0582E+15,ALLERGY3999,Adverse reaction to Trinordiol
1.05826E+15,ALLERGY4253BRID,Adverse reaction to Buspar
1.05837E+15,ALLERGY4262EGTON,Adverse reaction to Scopoderm Tts
1.05841E+15,ALLERGY4264EGTON,Adverse reaction to Acrivastine
1.05845E+15,ALLERGY4267EGTON,Adverse reaction to Traxam
1.05846E+15,ALLERGY4268EGTON,Adverse reaction to Felbinac
1.05856E+15,ALLERGY4274EGTON,Adverse reaction to Zirtek
1.05857E+15,ALLERGY4276EGTON,Adverse reaction to Cetirizine Hydrochloride
1.05862E+15,ALLERGY4281EGTON,Adverse reaction to Zestril
1.05863E+15,ALLERGY4282EGTON,Adverse reaction to Lisinopril
1.05865E+15,ALLERGY4284EGTON,Adverse reaction to Zocor
1.05867E+15,ALLERGY4285EGTON,Adverse reaction to Simvastatin
1.05875E+15,ALLERGY4289EGTON,Adverse reaction to Ensure
1.05882E+15,ALLERGY4295EGTON,Adverse reaction to Hytrin
1.05883E+15,ALLERGY4296EGTON,Adverse reaction to Terazosin Hydrochloride
1.05902E+15,ALLERGY431,Adverse reaction to Clindamycin
1.05923E+15,ALLERGY4327BRID,Adverse reaction to Ditropan
1.05943E+15,ALLERGY435,Adverse reaction to Clioquinol
1.05952E+15,ALLERGY436,Adverse reaction to Clobetasol Propionate
1.0596E+15,ALLERGY4364EGTON,Adverse reaction to Quinapril
1.05965E+15,ALLERGY437,Adverse reaction to Clobetasone Butyrate
1.05973E+15,ALLERGY4375EGTON,Adverse reaction to Amoxapine
1.05976E+15,ALLERGY4376EGTON,Adverse reaction to Betagan
1.05978E+15,ALLERGY4377EGTON,Adverse reaction to Levobunolol Hydrochloride
1.0598E+15,ALLERGY4378BRIDL,Adverse reaction to Depo-Medrone With Lidocaine
1.05981E+15,ALLERGY4378EGTON,Adverse reaction to Cardura
1.05983E+15,ALLERGY4379EGTON,Adverse reaction to Doxazosin Mesilate
1.05988E+15,ALLERGY4381EGTON,Adverse reaction to Clarityn
1.05991E+15,ALLERGY4382EGTON,Adverse reaction to Loratadine
1.06009E+15,ALLERGY4390BRIDL,Adverse reaction to Mogadon
1.06013E+15,ALLERGY4391PRDGY,Adverse reaction to Beclomethasone
1.06018E+15,ALLERGY4393BRIDL,Adverse reaction to Distalgesic
1.06031E+15,ALLERGY4397BRIDL,Adverse reaction to Paramol
1.06036E+15,ALLERGY4398DLSEM,Adverse reaction to Diclofenac + Misoprostol
1.06054E+15,ALLERGY441,Adverse reaction to Clomipramine Hydrochloride
1.06055E+15,ALLERGY4411BRECO,Adverse reaction to Co-Tenidone 50/12.5
1.06057E+15,ALLERGY4412BRECO,Adverse reaction to Co-Tenidone 100/25
1.06059E+15,ALLERGY4413EMIS,Adverse reaction to Tritace
1.06061E+15,ALLERGY4414EMIS,Adverse reaction to Ramipril
1.06063E+15,ALLERGY4415EMIS,Adverse reaction to Tarivid
1.06071E+15,ALLERGY4421EMIS,Adverse reaction to Seroxat
1.06072E+15,ALLERGY4422EMIS,Adverse reaction to Paroxetine Hydrochloride
1.06083E+15,ALLERGY4429EMIS,Adverse reaction to Emla
1.06084E+15,ALLERGY443,Adverse reaction to Clonazepam
1.06085E+15,ALLERGY4430EMIS,Adverse reaction to Zineryt
1.06089E+15,ALLERGY4434EMIS,Adverse reaction to Dovonex
1.0609E+15,ALLERGY4435EMIS,Adverse reaction to Calcipotriol
1.06098E+15,ALLERGY444,Adverse reaction to Clonidine
1.06106E+15,ALLERGY4445EMIS,Adverse reaction to Oxivent
1.0611E+15,ALLERGY4447HILLI,Adverse reaction to Adizem-Sr
1.06114E+15,ALLERGY4449EMIS,Adverse reaction to Zestoretic 20
1.06116E+15,ALLERGY445,Adverse reaction to Clonidine Hydrochloride
1.06122E+15,ALLERGY4452EMIS,Adverse reaction to Clarithromycin
1.06123E+15,ALLERGY4453EMIS,Adverse reaction to Klaricid
1.06131E+15,ALLERGY4458EMIS,Adverse reaction to Plendil
1.06133E+15,ALLERGY4459EMIS,Adverse reaction to Felodipine
1.06144E+15,ALLERGY4467EMIS,Adverse reaction to Cefuroxime Axetil
1.06164E+15,ALLERGY4477EMIS,Adverse reaction to Livial
1.06166E+15,ALLERGY4478EMIS,Adverse reaction to Tibolone
1.06167E+15,ALLERGY4479EMIS,Adverse reaction to Cilest
1.0617E+15,ALLERGY4481EMIS,Adverse reaction to Sevredol
1.06171E+15,ALLERGY4482EMIS,Adverse reaction to Tildiem Retard
1.06172E+15,ALLERGY4482NEMIS,Adverse reaction to Piriject
1.06184E+15,ALLERGY4490EMIS,Adverse reaction to Capasal
1.06186E+15,ALLERGY4491EMIS,Adverse reaction to Clexane
1.06188E+15,ALLERGY4492EMIS,Adverse reaction to Enoxaparin
1.06198E+15,ALLERGY4497EMIS,Adverse reaction to Co-Amilofruse 2.5/20
1.06199E+15,ALLERGY4497HILLI,Adverse reaction to Co-Amilozide 2.5/25
1.062E+15,ALLERGY4498EMIS,Adverse reaction to Lustral
1.06201E+15,ALLERGY4499EMIS,Adverse reaction to Sertraline Hydrochloride
1.06202E+15,ALLERGY4499HILLI,Adverse reaction to Co-Beneldopa 12.5/50
1.06205E+15,ALLERGY450,Adverse reaction to Clotrimazol
1.0621E+15,ALLERGY4503EMIS,Adverse reaction to Staril
1.06213E+15,ALLERGY4504EMIS,Adverse reaction to Fosinopril Sodium
1.06215E+15,ALLERGY4505EMIS,Adverse reaction to Vagifem
1.06216E+15,ALLERGY4505HILLI,Adverse reaction to Co-Phenotrope 2.5/0.025
1.06223E+15,ALLERGY4509EMIS,Adverse reaction to Climaval
1.06225E+15,ALLERGY451,Adverse reaction to Clotrimazole
1.06237E+15,ALLERGY452,Adverse reaction to Cloxacillin
1.06239E+15,ALLERGY4521EMIS,Adverse reaction to Zithromax
1.0624E+15,ALLERGY4522EMIS,Adverse reaction to Azithromycin
1.0625E+15,ALLERGY4529EMIS,Adverse reaction to Celiprolol Hydrochloride
1.06253E+15,ALLERGY4530EMIS,Adverse reaction to Celectol
1.06255E+15,ALLERGY4531HILLI,Adverse reaction to Erythromycin Ethyl Succinate
1.06259E+15,ALLERGY4534EMIS,Adverse reaction to Sinemet Cr
1.06264E+15,ALLERGY4536HILLI,Adverse reaction to Forceval
1.06265E+15,ALLERGY4537EMIS,Adverse reaction to Balneum Plus
1.06271E+15,ALLERGY4541EMIS,Adverse reaction to Adenosine
1.06273E+15,ALLERGY4542EMIS,Adverse reaction to Imigran
1.06276E+15,ALLERGY4543EMIS,Adverse reaction to Sumatriptan Succinate
1.06277E+15,ALLERGY4543HILLI,Adverse reaction to Gelofusine
1.06287E+15,ALLERGY4549EMIS,Adverse reaction to Ketorolac Trometamol
1.06289E+15,ALLERGY455,Adverse reaction to Co-Trimoxazole
1.0629E+15,ALLERGY4550EMIS,Adverse reaction to Aerobec
1.06297E+15,ALLERGY4553EMIS,Adverse reaction to Nuvelle
1.06299E+15,ALLERGY4554EMIS,Adverse reaction to Lamictal
1.06301E+15,ALLERGY4555EMIS,Adverse reaction to Lamotrigine
1.06303E+15,ALLERGY4557EMIS,Adverse reaction to Ibugel
1.06306E+15,ALLERGY4558EMIS,Adverse reaction to Voltarol Sr
1.06311E+15,ALLERGY456,Adverse reaction to Coal Tar
1.06313E+15,ALLERGY4561EMIS,Adverse reaction to Napratec OP
1.06335E+15,ALLERGY4572EMIS,Adverse reaction to Didronel Pmo
1.06339E+15,ALLERGY4574NEMIS,Adverse reaction to Bupropion Hydrochloride
1.06345E+15,ALLERGY4577NEMIS,Adverse reaction to Zyban
1.0635E+15,ALLERGY4580HILLI,Adverse reaction to Mefloquine Hydrochloride
1.06381E+15,ALLERGY460,Adverse reaction to Cocaine Hydrochloride
1.0639E+15,ALLERGY4605HILLI,Adverse reaction to Propafenone Hydrochloride
1.06395E+15,ALLERGY4609HILLI,Adverse reaction to Robaxin
1.06452E+15,ALLERGY4644EMIS,Adverse reaction to Brufen Retard
1.06454E+15,ALLERGY4645HILLI,Adverse reaction to Comminuted Chicken Meat
1.06462E+15,ALLERGY465,Adverse reaction to Codeine Phosphate
1.06469E+15,ALLERGY4653EMIS,Adverse reaction to Lamisil
1.06471E+15,ALLERGY4654EMIS,Adverse reaction to Terbinafine Hydrochloride
1.06482E+15,ALLERGY465NEMIS,Adverse reaction to Rofecoxib
1.06483E+15,ALLERGY466,Adverse reaction to Colchicine
1.06573E+15,ALLERGY4711EMIS,Adverse reaction to Alomide
1.06577E+15,ALLERGY4713EMIS,Adverse reaction to Flixonase
1.06579E+15,ALLERGY4714EMIS,Adverse reaction to Fluticasone Propionate
1.0659E+15,ALLERGY471NEMIS,Adverse reaction to Vioxx
1.066E+15,ALLERGY4725EMIS,Adverse reaction to E45 Emollient
1.06627E+15,ALLERGY4742EMIS,Adverse reaction to Calcichew D3
1.06636E+15,ALLERGY4750EMIS,Adverse reaction to Ambisome Liposomal
1.06637E+15,ALLERGY4750NEMIS,Adverse reaction to Etanercept
1.0664E+15,ALLERGY4753NEMIS,Adverse reaction to Enbrel
1.06641E+15,ALLERGY4754EMIS,Adverse reaction to Augmentin 125/31 Sf
1.06642E+15,ALLERGY4755EMIS,Adverse reaction to Augmentin 250/62 Sf
1.06643E+15,ALLERGY4755NEMIS,Adverse reaction to Seretide 50 Evohaler
1.06644E+15,ALLERGY4756EMIS,Adverse reaction to Co-Amoxiclav 125/31
1.06645E+15,ALLERGY4757EMIS,Adverse reaction to Co-Amoxiclav 250/62
1.06646E+15,ALLERGY4757NEMIS,Adverse reaction to Seretide 125 Evohaler
1.06647E+15,ALLERGY4758EMIS,Adverse reaction to Adalat La
1.06648E+15,ALLERGY4759EMIS,Adverse reaction to Codafen Continus
1.06649E+15,ALLERGY4759NEMIS,Adverse reaction to Seretide 250 Evohaler
1.06652E+15,ALLERGY4761NEMIS,Adverse reaction to Rosiglitazone Maleate
1.0666E+15,ALLERGY476NEMIS,Adverse reaction to Unguentum M
1.06675E+15,ALLERGY479,Adverse reaction to Conjugated Oestrogens
1.06682E+15,ALLERGY4797EMIS,Adverse reaction to Elantan La 25
1.06689E+15,ALLERGY4805EMIS,Adverse reaction to Metrogel
1.06697E+15,ALLERGY4810EMIS,Adverse reaction to Salamol
1.06698E+15,ALLERGY4811BRIDL,Adverse reaction to Tylex
1.06713E+15,ALLERGY4821EMIS,Adverse reaction to Finasteride
1.06714E+15,ALLERGY4822EMIS,Adverse reaction to Estracombi Tts
1.06723E+15,ALLERGY4829EMIS,Adverse reaction to Typhim Vi
1.0676E+15,ALLERGY4854EMIS,Adverse reaction to Salofalk
1.06765E+15,ALLERGY4859BRIDL,Adverse reaction to Xylocaine With Adrenaline
1.06769E+15,ALLERGY4863BRIDL,Adverse reaction to Imdur
1.06861E+15,ALLERGY4942EMIS,Adverse reaction to Tinzaparin
1.06866E+15,ALLERGY4946EMIS,Adverse reaction to Ciprofibrate
1.06871E+15,ALLERGY4950EMIS,Adverse reaction to Tildiem La
1.06875E+15,ALLERGY4954EMIS,Adverse reaction to Macrobid
1.0688E+15,ALLERGY4958EMIS,Adverse reaction to Half Securon Sr
1.06884E+15,ALLERGY4962EMIS,Adverse reaction to Acitretin
1.06894E+15,ALLERGY4972EMIS,Adverse reaction to Azelaic Acid
1.06939E+15,ALLERGY6019BRIDL,Adverse reaction to Sulfur Compound
1.06943E+15,ALLERGY6022BRIDL,Adverse reaction to Econazole
1.06944E+15,ALLERGY6022EMIS,Adverse reaction to Arthrotec 75
1.06948E+15,ALLERGY6025EMIS,Adverse reaction to Epaderm
1.06957E+15,ALLERGY6031EMIS,Adverse reaction to Penciclovir
1.0696E+15,ALLERGY6033EMIS,Adverse reaction to Co-Amoxiclav 500 mg/100 mg
1.06964E+15,ALLERGY6035BRIDL,Adverse reaction to Losec
1.06965E+15,ALLERGY6036BRIDL,Adverse reaction to Omeprazole
1.06971E+15,ALLERGY6039BRIDL,Adverse reaction to Parvolex
1.06972E+15,ALLERGY6039EMIS,Adverse reaction to Opticrom Allergy
1.06973E+15,ALLERGY604,Adverse reaction to Dipyridamole
1.06997E+15,ALLERGY6055EMIS,Adverse reaction to Peppermint
1.07004E+15,ALLERGY606,Adverse reaction to Disopyramide
1.0701E+15,ALLERGY6064BRIDL,Adverse reaction to Pneumovax 11
1.07023E+15,ALLERGY6075BRIDL,Adverse reaction to Olsalazine Sodium
1.07026E+15,ALLERGY6077BRIDL,Adverse reaction to Indoramin
1.07032E+15,ALLERGY6080BRIDL,Adverse reaction to Fenofibrate
1.07037E+15,ALLERGY6083BRIDL,Adverse reaction to Mmr 11
1.07038E+15,ALLERGY6083EMIS,Adverse reaction to Physiotens
1.07039E+15,ALLERGY6084EMIS,Adverse reaction to Moxonidine
1.07041E+15,ALLERGY6086EMIS,Adverse reaction to Ropinirole Hydrochloride
1.07048E+15,ALLERGY6089EMIS,Adverse reaction to Duoderm Extra Thin
1.07049E+15,ALLERGY609,Adverse reaction to Disulfiram
1.0705E+15,ALLERGY6090BRIDL,Adverse reaction to Pentasa
1.07068E+15,ALLERGY6099BRIDL,Adverse reaction to Sporanox
1.0707E+15,ALLERGY61,Adverse reaction to Acetazolamide
1.07071E+15,ALLERGY610,Adverse reaction to Dithranol
1.07072E+15,ALLERGY6100BRIDL,Adverse reaction to Itraconazole
1.07085E+15,ALLERGY6107EMIS,Adverse reaction to Tolfenamic Acid
1.07087E+15,ALLERGY6108EMIS,Adverse reaction to Diovan
1.07089E+15,ALLERGY6109EMIS,Adverse reaction to Valsartan
1.07096E+15,ALLERGY6113EMIS,Adverse reaction to Protium
1.07098E+15,ALLERGY6114EMIS,Adverse reaction to Pantoprazole
1.07103E+15,ALLERGY6116EMIS,Adverse reaction to Olanzapine
1.07105E+15,ALLERGY6118BRIDL,Adverse reaction to Tegretol Prolonged Release
1.07113E+15,ALLERGY6122BRIDL,Adverse reaction to Zimovane
1.07115E+15,ALLERGY6123BRIDL,Adverse reaction to Zopiclone
1.07136E+15,ALLERGY6134BRIDL,Adverse reaction to Terbutaline
1.07138E+15,ALLERGY6135BRIDL,Adverse reaction to Amitriptyline Sr
1.07141E+15,ALLERGY6136EMIS,Adverse reaction to Letrozole
1.0715E+15,ALLERGY6143BRIDL,Adverse reaction to Metoclopramide
1.07153E+15,ALLERGY6145BRIDL,Adverse reaction to Co-Danthramer 25/200
1.07156E+15,ALLERGY6147EMIS,Adverse reaction to Gaviscon Advance
1.07157E+15,ALLERGY6148EMIS,Adverse reaction to Dermol
1.07158E+15,ALLERGY6149BRIDL,Adverse reaction to Penicillin V
1.07183E+15,ALLERGY6163BRIDL,Adverse reaction to Otomize
1.07184E+15,ALLERGY6163EMIS,Adverse reaction to Calceos
1.07186E+15,ALLERGY5271EMIS,Adverse reaction to Epilim Chrono
1.07188E+15,ALLERGY5273EMIS,Adverse reaction to Ritalin
1.07189E+15,ALLERGY5274EMIS,Adverse reaction to Methylphenidate Hydrochloride
1.07196E+15,ALLERGY5279EMIS,Adverse reaction to Xatral
1.07197E+15,ALLERGY5279NEMIS,Adverse reaction to Herceptin
1.07199E+15,ALLERGY5280EMIS,Adverse reaction to Alfuzosin Hydrochloride
1.07202E+15,ALLERGY5282EMIS,Adverse reaction to Lodine Sr
1.07206E+15,ALLERGY5285EMIS,Adverse reaction to Adizem-Xl
1.07209E+15,ALLERGY5287EMIS,Adverse reaction to Dilzem Xl
1.07214E+15,ALLERGY5290EMIS,Adverse reaction to Taxol
1.07215E+15,ALLERGY5291EMIS,Adverse reaction to Paclitaxel
1.07222E+15,ALLERGY5296EMIS,Adverse reaction to Famciclovir
1.07229E+15,ALLERGY5300EMIS,Adverse reaction to Fluvastatin
1.07235E+15,ALLERGY5306EMIS,Adverse reaction to Zestoretic 10
1.07237E+15,ALLERGY5308EMIS,Adverse reaction to Cabergoline
1.07246E+15,ALLERGY5314NEMIS,Adverse reaction to Pioglitazone Hydrochloride
1.07254E+15,ALLERGY5321NEMIS,Adverse reaction to Trospium Chloride
1.07258E+15,ALLERGY5324NEMIS,Adverse reaction to Regurin
1.07261E+15,ALLERGY5326NEMIS,Adverse reaction to Galantamine Hydrobromide
1.07279E+15,ALLERGY5340EMIS,Adverse reaction to Combivent
1.07294E+15,ALLERGY5354EMIS,Adverse reaction to Zolpidem Tartrate
1.07298E+15,ALLERGY5357EMIS,Adverse reaction to Zoton
1.07299E+15,ALLERGY5358EMIS,Adverse reaction to Lansoprazole
1.07314E+15,ALLERGY5372EMIS,Adverse reaction to Viscotears
1.07318E+15,ALLERGY5375EMIS,Adverse reaction to Havrix Monodose
1.07332E+15,ALLERGY5391EMIS,Adverse reaction to Fluarix
1.07346E+15,ALLERGY5403EMIS,Adverse reaction to Rocuronium Bromide
1.07353E+15,ALLERGY541,Adverse reaction to Desmopressin
1.07354E+15,ALLERGY5410EMIS,Adverse reaction to Zydol
1.07355E+15,ALLERGY5411EMIS,Adverse reaction to Tramadol Hydrochloride
1.07361E+15,ALLERGY5418EMIS,Adverse reaction to Co-Triamterzide 50/25
1.07367E+15,ALLERGY5424EMIS,Adverse reaction to Carvedilol
1.07373E+15,ALLERGY5433EMIS,Adverse reaction to Botox
1.07374E+15,ALLERGY5434EMIS,Adverse reaction to Co-Danthrusate 50/60
1.07383E+15,ALLERGY545,Adverse reaction to Dexamethasone
1.07405E+15,ALLERGY5484EMIS,Adverse reaction to Motifene
1.07407E+15,ALLERGY5486EMIS,Adverse reaction to Diftavax
1.07413E+15,ALLERGY5492EMIS,Adverse reaction to Benzamycin
1.07433E+15,ALLERGY552,Adverse reaction to Dextropropoxyphene Hydrochloride
1.07441E+15,ALLERGY5530EMIS,Adverse reaction to Ikorel
1.07442E+15,ALLERGY5531EMIS,Adverse reaction to Nicorandil
1.0746E+15,ALLERGY5552EMIS,Adverse reaction to Durogesic
1.07461E+15,ALLERGY5553EMIS,Adverse reaction to Fentanyl
1.07471E+15,ALLERGY5561EMIS,Adverse reaction to Tacrolimus
1.07483E+15,ALLERGY558,Adverse reaction to Diamorphine Hydrochloride
1.07489E+15,ALLERGY5584EMIS,Adverse reaction to Slozem
1.07496E+15,ALLERGY559,Adverse reaction to Diazepam
1.07501E+15,ALLERGY5594EMIS,Adverse reaction to Rozex
1.07505E+15,ALLERGY5598EMIS,Adverse reaction to Cozaar
1.07506E+15,ALLERGY5599EMIS,Adverse reaction to Losartan Potassium
1.07514E+15,ALLERGY5606EMIS,Adverse reaction to Efexor
1.07515E+15,ALLERGY5607EMIS,Adverse reaction to Venlafaxine
1.07522E+15,ALLERGY5612NEMIS,Adverse reaction to Levetiracetam
1.07528E+15,ALLERGY5617NEMIS,Adverse reaction to Keppra
1.07557E+15,ALLERGY5644NEMIS,Adverse reaction to Supralip
1.07561E+15,ALLERGY5648EMIS,Adverse reaction to Kliofem
1.07577E+15,ALLERGY5664NEMIS,Adverse reaction to Coaprovel
1.07578E+15,ALLERGY5665EMIS,Adverse reaction to Oestrogel
1.07583E+15,ALLERGY5669EMIS,Adverse reaction to Rapitil
1.07584E+15,ALLERGY567,Adverse reaction to Diclofenac Sodium
1.07595E+15,ALLERGY5678EMIS,Adverse reaction to Bicalutamide
1.07596E+15,ALLERGY5679EMIS,Adverse reaction to Dutonin
1.07598E+15,ALLERGY5680EMIS,Adverse reaction to Nefazodone Hydrochloride
1.07606E+15,ALLERGY5687EMIS,Adverse reaction to Tridestra
1.07608E+15,ALLERGY5688EMIS,Adverse reaction to Diclomax Sr
1.0761E+15,ALLERGY569,Adverse reaction to Dicyclomine Hydrochloride
1.07618E+15,ALLERGY5696EMIS,Adverse reaction to Cipramil
1.07619E+15,ALLERGY5697EMIS,Adverse reaction to Citalopram Hydrobromide
1.07622E+15,ALLERGY570,Adverse reaction to Dienoestrol
1.07626E+15,ALLERGY5703EMIS,Adverse reaction to Mirena
1.07631E+15,ALLERGY5707EMIS,Adverse reaction to Dicloflex
1.07633E+15,ALLERGY571,Adverse reaction to Diethylamine Salicylate
1.07635E+15,ALLERGY5711EMIS,Adverse reaction to Angitil Sr 90
1.07643E+15,ALLERGY5717EMIS,Adverse reaction to Powergel
1.07664E+15,ALLERGY5735EMIS,Adverse reaction to Trusopt
1.07665E+15,ALLERGY5736EMIS,Adverse reaction to Dorzolamide Hydrochloride
1.07669E+15,ALLERGY5739EMIS,Adverse reaction to Fosamax
1.07671E+15,ALLERGY5740EMIS,Adverse reaction to Alendronate Sodium
1.07673E+15,ALLERGY5743EMIS,Adverse reaction to Cetraben
1.07676E+15,ALLERGY5745NEMIS,Adverse reaction to Fosamax Once Weekly
1.07678E+15,ALLERGY5747EMIS,Adverse reaction to Premique
1.07682E+15,ALLERGY575,Adverse reaction to Diflunisal
1.07693E+15,ALLERGY5760EMIS,Adverse reaction to Oxycodone Pectinate
1.07701E+15,ALLERGY5767EMIS,Adverse reaction to Aqueous Iodine
1.07704E+15,ALLERGY577,Adverse reaction to Digoxin
1.07709E+15,ALLERGY5773EMIS,Adverse reaction to Co-Codamol 30/500
1.07713E+15,ALLERGY5778EMIS,Adverse reaction to Almond
1.07715E+15,ALLERGY578,Adverse reaction to Dihydrocodeine Tartrate
1.07723E+15,ALLERGY5786EMIS,Adverse reaction to Atenix 25
1.07724E+15,ALLERGY5787EMIS,Adverse reaction to Femoston 1/10
1.0776E+15,ALLERGY5824EMIS,Adverse reaction to Arimidex
1.07761E+15,ALLERGY5825EMIS,Adverse reaction to Anastrozole
1.07763E+15,ALLERGY5827EMIS,Adverse reaction to Topiramate
1.07767E+15,ALLERGY583,Adverse reaction to Diltiazem Hydrochloride
1.07774E+15,ALLERGY5835EMIS,Adverse reaction to Augmentin-Duo 400/57
1.07779E+15,ALLERGY5840EMIS,Adverse reaction to Meropenem
1.07794E+15,ALLERGY5855EMIS,Adverse reaction to Sodium Benzoate
1.07795E+15,ALLERGY5856EMIS,Adverse reaction to Adipine Mr 10
1.07801E+15,ALLERGY5862EMIS,Adverse reaction to Femseven
1.07825E+15,ALLERGY5883EMIS,Adverse reaction to Eformoterol Fumarate
1.07835E+15,ALLERGY5895EMIS,Adverse reaction to Docetaxel
1.07842E+15,ALLERGY5900EMIS,Adverse reaction to Ametop
1.07847E+15,ALLERGY5905EMIS,Adverse reaction to Mycophenolate Mofetil
1.07853E+15,ALLERGY5910EMIS,Adverse reaction to Elleste-Solo
1.07854E+15,ALLERGY5911EMIS,Adverse reaction to Elleste Duet 2 Mg
1.07855E+15,ALLERGY5912EMIS,Adverse reaction to Estraderm Mx
1.07856E+15,ALLERGY5913EMIS,Adverse reaction to Quellada M
1.07858E+15,ALLERGY5915EMIS,Adverse reaction to Movicol
1.07864E+15,ALLERGY5922EMIS,Adverse reaction to Preservex
1.07865E+15,ALLERGY5923EMIS,Adverse reaction to Aceclofenac
1.07887E+15,ALLERGY5943EMIS,Adverse reaction to Mepivacaine Hydrochloride
1.07888E+15,ALLERGY5944EMIS,Adverse reaction to Campral Ec
1.07889E+15,ALLERGY5945EMIS,Adverse reaction to Acamprosate Calcium
1.07892E+15,ALLERGY5949EMIS,Adverse reaction to Flomax Mr
1.07894E+15,ALLERGY5950EMIS,Adverse reaction to Tamsulosin Hydrochloride
1.07907E+15,ALLERGY5963EMIS,Adverse reaction to Monomax Sr 40
1.07912E+15,ALLERGY5968EMIS,Adverse reaction to Act-Hib Dtp
1.07915E+15,ALLERGY597,Adverse reaction to Diphenhydramine Hydrochloride
1.07924E+15,ALLERGY5978EMIS,Adverse reaction to Belladonna
1.07928E+15,ALLERGY5981EMIS,Adverse reaction to Mobic
1.07929E+15,ALLERGY5982EMIS,Adverse reaction to Meloxicam
1.07935E+15,ALLERGY5988EMIS,Adverse reaction to Dermol 500
1.07945E+15,ALLERGY5997EMIS,Adverse reaction to Calcichew D3 Forte
1.07951E+15,ALLERGY70,Adverse reaction to Aciclovir
1.07952E+15,ALLERGY700,Adverse reaction to Fenbufen
1.07977E+15,ALLERGY710,Adverse reaction to Ferrous Fumarate
1.0798E+15,ALLERGY711,Adverse reaction to Ferrous Gluconate
1.07989E+15,ALLERGY714,Adverse reaction to Ferrous Sulfate
1.08002E+15,ALLERGY719,Adverse reaction to Flavoxate Hydrochloride
1.08005E+15,ALLERGY72,Adverse reaction to Adrenaline
1.08006E+15,ALLERGY720,Adverse reaction to Flecainide Acetate
1.08022E+15,ALLERGY724,Adverse reaction to Flucloxacillin
1.08064E+15,ALLERGY739,Adverse reaction to Flupenthixol
1.08082E+15,ALLERGY746,Adverse reaction to Flurbiprofen
1.08087E+15,ALLERGY748,Adverse reaction to Fluvoxamine Maleate
1.08089E+15,ALLERGY749,Adverse reaction to Folic Acid
1.08098E+15,ALLERGY752,Adverse reaction to Formaldehyde
1.08102E+15,ALLERGY754,Adverse reaction to Framycetin Sulfate
1.08109E+15,ALLERGY758,Adverse reaction to Fructose
1.08112E+15,ALLERGY759,Adverse reaction to Frusemide
1.08119E+15,ALLERGY762,Adverse reaction to Fusidic Acid
1.08143E+15,ALLERGY771,Adverse reaction to Gemfibrozil
1.08145E+15,ALLERGY772,Adverse reaction to Gentamicin
1.08147E+15,ALLERGY772NEMIS,Adverse reaction to Adcal-D3
1.08158E+15,ALLERGY778,Adverse reaction to Glibenclamide
